Blog	business	friends	photo	small	companies	online	makes	another	support	talking	whether	should	back	ways	high	he	thing	getting	off	into	opportunity	his	tips	making	use	keep	better	asked	me	interview	questions	state	well	d	amp	media	started	video	using	top	following	com	b	reasons	web	money	website	thanks	our	site	there	great	here	least	which	being	re	because	others	few	ask	question	recently	ve	stuff	soon	youtube	c	hope	things	us	any	love	please	don	where	conversation	story	day	something	why	director	called	other	week	her	name	team	months	ago	really	thought	kind	never	answer	myself	let	see	favorite	she	nothing	much	come	happened	almost	every	got	office	took	wanted	even	once	month	everyone	had	take	place	no	who	knew	would	wrote	email	while	think	going	means	learn	just	work	real	time	around	made	easy	head	need	point	do	away	bit	press	make	sure	also	want	give	fun	during	takes	long	co	might	year	find	way	together	lot	events	happy	hour	same	talk	only	know	company	else	did	look	own	may	working	hard	personal	fact	try	important	isn	big	true	enough	close	article	write	along	feel	free	share	too	always	say	itself	america	wasn	third	family	used	its	today	idea	seems	than	ever	episode	different	ones	released	instead	president	tell	e	taking	three	face	next	found	old	best	m	very	good	successful	shows	running	far	each	create	many	days	sometimes	less	course	writing	already	under	games	movie	short	show	done	yet	spent	four	start	second	could	these	probably	were	stop	world	design	through	life	phone	camera	finally	looks	ll	videos	friend	then	didn	does	quickly	doing	latest	run	product	learning	system	track	feature	iphone	available	app	store	clear	especially	before	notes	left	add	tools	line	save	them	apple	features	photos	example	special	links	project	via	behind	won	coming	version	interesting	seeing	search	since	told	update	go	page	right	results	looking	information	security	someone	report	morning	am	down	until	ideas	twitter	mobile	check	word	simple	th	software	still	help	minutes	facebook	both	users	read	recent	experience	change	forward	past	years	such	those	account	actually	turn	party	blog	community	become	trying	matter	live	little	harassment	hours	building	social	open	two	part	hands	between	internet	build	chris	cover	reading	include	post	book	seem	deal	rules	times	comes	thinking	level	doesn	must	cost	often	perhaps	case	art	including	sexual	last	mean	saying	center	understand	david	problem	full	group	side	call	bad	room	likely	number	without	anyone	worth	needs	friday	though	mueller	according	said	city	end	five	went	white	house	early	him	news	election	continue	night	u	government	john	pretty	put	maybe	later	self	quite	car	bill	o	women	mark	game	trump	view	mdash	october	wrong	campaign	set	amazon	appeared	future	original	google	data	cool	content	technology	large	public	again	ad	guy	man	list	service	san	nbsp	words	sound	tech	says	based	x	home	screen	device	smart	hand	hit	play	within	against	everything	research	per	seen	former	series	american	russia	intelligence	development	key	york	music	created	order	computer	stranger	k	tv	million	cars	came	watch	network	stories	half	halloween	power	remember	donald	buy	price	known
http://xml.metafilter.com/rss.xml	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
mezzoblue	0	0	1	0	0	0	0	0	3	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	1	1	1	0	0	1	1	0	0	1	0	0	0	3	0	0	0	1	2	0	0	1	0	1	1	1	0	0	1	1	1	1	6	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	1	2	1	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	2	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	1	1	1	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	3	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	1	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Neil Gaiman's Journal	0	9	9	6	0	3	5	10	4	11	1	12	23	2	4	50	20	8	10	14	2	31	1	7	0	6	6	15	64	9	10	0	9	23	1	4	10	7	3	0	1	28	4	0	0	18	2	1	8	0	58	2	37	2	31	8	12	34	3	13	4	1	0	31	5	3	2	3	15	49	22	12	21	3	12	23	1	8	13	22	4	2	6	17	7	12	4	2	7	28	23	8	10	12	5	6	8	19	0	11	5	23	5	2	10	3	23	1	9	7	30	4	5	9	42	11	6	11	48	3	38	11	3	10	7	27	7	5	22	22	2	34	7	14	1	5	13	1	40	11	17	3	24	11	11	16	7	6	4	0	11	10	4	43	14	8	5	13	7	5	4	9	5	22	11	1	5	20	8	8	9	4	8	1	0	2	1	8	6	2	2	2	2	16	3	7	4	5	19	5	2	2	3	8	1	7	3	5	3	6	1	12	9	4	8	4	1	8	0	9	13	4	8	0	11	6	11	7	61	17	24	0	2	6	1	8	1	15	23	7	6	0	24	2	1	1	3	6	6	12	5	6	7	1	5	21	14	7	22	2	16	4	9	8	1	0	3	4	20	1	4	30	11	6	0	27	1	2	0	1	0	2	0	0	6	1	0	1	4	18	2	6	0	0	6	1	43	1	2	2	1	2	4	1	3	0	5	10	3	2	0	0	5	5	0	23	8	10	2	1	1	0	10	1	4	20	4	6	4	3	0	0	9	1	18	0	11	10	2	3	5	0	27	2	2	5	0	2	22	10	5	0	7	4	2	13	1	2	6	4	4	9	0	9	1	3	1	23	6	3	7	5	1	15	23	15	1	6	64	2	1	1	8	5	6	1	3	4	1	2	5	4	12	4	0	21	1	2	2	3	1	0	1	0	4	1	5	1	0	3	5	4	1	0	0	3	0	1	15	1	2	1	21	2	2	6	18	2	1	1	11	0	0	1	3	17	3	6	2	5	0	0	1	2	2	0	0	1	0	2	0	0	10	5	1	0	7	2	0	1	1	1	2	7	5	0	1	11	1	0	12	307	9	1	0	1	3	0	4	2	0	2	3	1	1	0	1	6	0	0	3	1	7	28	0	0	1	0	11	0	1	2	1	0	1	8	3	0	6	5	0	12	5	0	3	5	0	3	2	0
Oilman	0	0	0	0	0	2	2	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	4	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	3	0	1	1	0	0	1	2	0	0	0	0	0	0	0	1	2	0	2	0	0	1	0	0	3	0	1	0	1	0	0	0	2	1	5	0	0	1	0	2	1	2	0	0	1	3	0	0	0	1	0	0	0	1	1	0	1	0	2	1	0	1	0	0	2	0	0	0	2	0	1	0	2	1	0	1	1	0	0	1	2	1	0	0	1	1	0	0	1	1	1	1	0	0	0	0	2	1	0	1	0	1	0	0	0	0	0	1	2	0	1	1	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	2	2	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	1	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	1	1	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PerezHilton	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	1	0	0	2	1	0	5	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0	1	0	2	0	0	0	1	0	0	2	0	0	0	0	0	2	0	2	1	8	0	0	0	1	0	0	0	1	0	0	0	1	0	5	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	5	1	3	2	0	2	1	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	1	1	0	0	0	0	1	0	0	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	2	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	7	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	1	1	0	0	0	0	4	3	0	0	2	0	0	0	0	0	0	1	1	1	0	2	0	0	0	0	2	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	3	0	1	5	0	0	1
plasticbag.org	0	0	0	0	0	1	0	1	1	0	0	2	0	1	0	1	0	1	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	3	2	2	0	0	1	0	0	0	3	1	0	0	0	0	1	2	1	0	0	1	0	0	1	1	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	2	1	0	0	0	0	0	1	2	0	0	1	0	0	1	0	1	1	5	0	0	0	0	0	3	0	1	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	2	2	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	3	2	1	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	3	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	0	0	2	1	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
Derek Powazek	1	2	0	2	0	2	0	3	0	1	0	1	2	1	1	5	4	2	1	4	0	3	0	0	0	0	0	0	15	0	1	0	2	2	0	2	2	0	1	2	1	1	0	0	1	3	0	0	3	2	7	5	6	0	2	0	7	3	0	5	1	0	0	11	1	1	1	0	2	1	4	0	1	0	4	0	0	3	2	8	1	0	0	3	3	9	0	0	2	2	2	1	1	3	1	0	1	3	0	7	0	1	3	0	1	3	1	0	3	0	1	2	0	1	3	1	0	2	1	1	0	1	0	1	4	4	0	0	11	3	0	4	1	2	2	0	1	0	7	1	0	0	1	1	2	1	0	0	0	0	1	0	1	4	1	0	1	1	0	4	0	3	3	1	6	1	1	4	0	2	0	0	3	0	0	1	0	0	1	1	5	1	0	3	1	5	0	1	2	4	3	2	0	1	0	1	1	1	2	0	0	2	1	0	0	0	0	0	0	0	0	1	4	1	1	1	2	1	12	1	1	0	0	0	0	1	2	1	4	0	1	1	2	1	1	0	0	1	3	1	1	3	0	0	0	1	2	1	2	0	3	1	1	5	0	1	0	0	4	0	1	7	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	2	1	0	1	0	0	0	0	2	0	1	2	0	2	0	0	0	0	0	1	0	0	0	0	1	0	1	4	1	4	0	1	0	0	0	0	2	3	2	0	0	1	0	0	3	1	0	0	4	0	1	0	2	0	0	0	0	1	1	0	5	0	1	0	0	0	0	1	3	0	0	0	2	7	0	0	0	0	1	9	2	4	4	1	0	0	0	4	1	3	6	0	1	0	1	1	1	0	0	1	2	2	0	0	0	0	0	7	0	0	0	0	0	0	1	0	0	1	3	0	0	1	0	0	0	0	2	0	0	0	3	0	0	0	3	1	0	1	2	1	0	4	2	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	2	0	1	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	2	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	1	0	0
ProBlogger	4	0	0	0	0	1	0	0	0	0	0	1	0	5	0	0	0	0	0	1	0	0	5	2	1	1	0	2	1	0	1	0	3	2	0	3	4	0	1	0	0	0	0	0	1	2	0	0	3	5	3	1	2	0	0	0	5	1	0	2	0	2	0	8	0	0	0	0	0	5	1	0	0	0	1	1	0	0	4	0	4	0	1	1	0	0	0	0	1	0	0	0	1	0	2	0	0	1	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	0	1	0	0	1	4	1	0	0	8	5	1	0	0	0	6	0	0	3	0	0	0	0	10	1	10	0	2	0	9	0	2	5	0	1	1	0	0	0	2	5	0	0	0	3	1	0	0	0	3	0	2	0	0	1	1	0	4	1	0	1	1	1	1	0	1	0	0	0	0	0	0	2	0	2	1	0	1	0	0	0	1	0	0	1	5	0	0	0	2	3	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	1	3	0	2	0	0	6	5	2	0	1	1	3	1	0	0	0	0	0	0	1	0	0	4	0	0	0	1	4	2	1	0	0	0	0	0	0	0	6	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	2	0	0	2	4	0	0	0	0	0	1	0	0	0	1	2	1	0	0	1	0	0	24	4	0	0	0	2	0	0	0	0	2	0	2	3	0	0	0	0	0	0	0	2	32	0	0	0	0	0	0	2	0	0	2	0	0	0	1	1	0	0	3	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	20	0	0	2	0	0	14	0	0	0	0	0	0	0	0	4	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
Quick Online Tips	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	2	1	3	0	0	0	0	0	2	0	0	1	0	1	0	6	0	11	0	0	0	1	1	0	1	2	0	1	3	0	5	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	1	0	2	0	2	0	0	0	18	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	1	0	0	0	0	0	3	0	0	0	2	0	0	0	6	0	0	2	0	0	0	0	0	0	0	1	1	5	0	0	0	1	0	1	0	2	0	3	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	0	10	0	0	0	3	4	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	3	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	5	0	0	0	0	0	2	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	1	1	0	0	13	0	0	1	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	11	6	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	9	10	0	10	20	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0
ReadWrite	0	0	0	1	1	0	0	0	0	1	2	4	1	0	0	0	0	0	0	0	0	1	0	0	2	1	1	0	2	0	0	0	1	2	0	0	0	0	1	1	0	0	0	1	0	0	0	0	2	0	1	0	0	2	0	2	0	0	1	1	0	0	0	0	0	0	0	0	1	2	1	0	0	0	0	1	0	0	0	0	6	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	4	0	1	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	1	1	1	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	1	0	11	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	10	0	0	0	0	0	2	2	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	10	2	0	0	1	0	0	5	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2
Schneier on Security	0	0	0	1	0	0	0	1	0	0	0	0	3	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	1	0	1	0	1	0	0	0	2	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0	0	0	7	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	0	0	1	0	0	1	0	0	0	2	1	0	0	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1
ScienceBlogs	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	1	1	0	0	3	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	4	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	2	1	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	3	3	0	3	0	0	1	0	0	0	0	0	0	0	1	1	0	0	2	0	1	0	0	1	0	5	0	0	2	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	2	0	1	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	2	0	1	1	0	0	2	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	1	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
